vacancy_name,gender,age,city,skills,experience,last_job,resume_url
Head of Treasury,Female,,Moscow,,"Work experience ,21, ,year, ,5, ,months",IBS,https://hh.ru/resume/70632e39000091aa5e0039ed1f736563726574?hhtmFrom=resume_search_result&query=Data
Marketing Director,Мужчина,39,Москва,"1С-Битрикс,Google AdWords,Google Analytics,Google Docs,MS Excel,MS Internet Explorer,MS Outlook,MS Word,PHP5,SAP ERP,Yandex Direct,Яндекс.Метрика","Опыт работы ,15, ,лет, ,6, ,месяцев",М.Видео,https://hh.ru/resume/fc9754c500001b65270039ed1f736563726574?hhtmFrom=resume_search_result&query=Data
Менеджер по маркетингу,Мужчина,60,Армения,"Планирование маркетинговых кампаний,B2B маркетинг,Ценообразование,Маркетинговые исследования,Маркетинговые коммуникации","Опыт работы ,18, ,лет, ,6, ,месяцев",,https://hh.ru/resume/8531391c00024471650039ed1f73316245414a?hhtmFrom=resume_search_result&query=Data
"Piping/Mechanical/Civil(Eng.,Constr., Pre-com.,Comm. Start-up)",Мужчина,33,Атырау,"MS Office,AutoCAD,Presentation skills,MC PLUS,POL system","Опыт работы ,10, ,лет, ,8, ,месяцев","Атырауский институт нефти и газа, Атырау",https://hh.ru/resume/34048bf8000307ea770039ed1f61464d414557?hhtmFrom=resume_search_result&query=Data
"Руководитель группы проектов, Директор по развитию, Региональный менеджер",Мужчина,27,Москва,"1С: Розница,Citrix,MS Excel,MS Outlook,MS Word,Oracle CRM,Моделирование бизнес процессов,Обучение и развитие,Общая психология,Планирование,Руководство коллективом,Управление продажами,Управленческая отчетность,Управление персоналом,Ведение переговоров,Обучение персонала,Розничная торговля,Мотивация персонала,Организаторские навыки,Управленческие навыки,Подбор персонала,Проведение презентаций,Деловая переписка,Развитие продаж,Оперативное планирование,Управление эффективностью,Операционный менеджмент,SWOT анализ,Анализ бизнес показателей,Креативность","Опыт работы ,8, ,лет, ,7, ,месяцев",,https://hh.ru/resume/6f16f8e300015ba7430039ed1f34306e304773?hhtmFrom=resume_search_result&query=Data
Sales Account Manager,Female,35,Moscow,"Commitment,,Английский язык,Работа в команде,Работа с большим объемом информации,Деловое общение,my priorities - experience and knowledge,tactful,open and friendly,MS Excel","Work experience ,9, ,years, ,11, ,months",,https://hh.ru/resume/7f4263420007ae19bb0039ed1f30614e736674?hhtmFrom=resume_search_result&query=Data
personal assistant,Female,39,Moscow,,"Work experience ,11, ,years, ,1, ,month",West Union Group,https://hh.ru/resume/649f6fce000023f1b60039ed1f736563726574?hhtmFrom=resume_search_result&query=Data
POSM Manager,Female,39,Moscow,"Good organizational skills,Effective project management and problem solving,Negotiation skills,Excellent time management,Multi-tasking,Self motivated","Work experience ,15, ,years, ,9, ,months",,https://hh.ru/resume/9d94ad6d000133f0180039ed1f6c5079643243?hhtmFrom=resume_search_result&query=Data
Сетевой инженер / системный инженер,Мужчина,36,Москва,"Cisco,HTTP,FIrewall,TCP/IP,Asterisk (Open source framework for building communications applications),Vison Contact center and call server,Alcatel PBX and contact center,ECT Telecom Virtual PBX and Effective contact center,Windows server 2008 - 2012 SP2,Linux CentOS,VMware vSphere,Basics for C#,C++,Java,JavaScript,Python,Windows,Linux,Mac OS X,Juniper firewall,Fortigate firewall,Alcatel router and switch,Cisco router and switch,Office 365,Cloud based shared PBX,VoIP,Networking,MySQL,Customer Service","Опыт работы ,8, ,лет, ,10, ,месяцев",,https://hh.ru/resume/39ca1a3800043524280039ed1f566841354363?hhtmFrom=resume_search_result&query=Data
Руководитель,Мужчина,35,Москва,"ITIL,Информационная безопасность,Helpdesk,Active Directory,1С: Документооборот,MS SQL Server,Управление персоналом","Опыт работы ,12, ,лет, ,6, ,месяцев",Связной,https://hh.ru/resume/33dc8f9b000379e24c0039ed1f4e7263593955?hhtmFrom=resume_search_result&query=Data
Тим Лид программистов; WebTech; Руководитель отдела или  просто программист.,Мужчина,46,Москва,"HTML5,CSS3,Управление командой,Web Application Development,Продажи через интернет,Корпоративная этика,Ajax,XML,ООП,LabVIEW,Information Security,Responsive Web Design,React, Preact, Vue, Node, Underscore, Immutable, Phantom, Redux et al.,Блокчейн технологии (в том числе криптовалюты),PHP up to 7.2+,Bootstrap et al.,C/C++ в том числе под Linux, в том числе внутри ядра Linux,HTTP/HTTPS, RESTful stuff,SQL (Postgresql, MySQL/MariaDB, SQLite, etc), noSQL (Hadoop, Cassandra),Various modern web APIs - Websockets, WebRTC etc.,High-volume, high-fidelity, efficient messaging - 0MQ et al.,JavaScript, CSS от vanilla до большинства последних драфтовых версий,Git (в том числе GitHub),C/C++ в том числе под Linux, в том числе внутри ядра Linux, Assembley (для некоторых процессоров),UI/UX,Linux, UNIX (POSIX-grade),Многопоточность, в том числе высокая, как на системном уровне (IPC, shmem etc и threads), так и выше,Разнообразные JS фреймворки и библиотеки - e.g.: WebComponents, OnsenUI (1&2), JQuery etc,Cordova/Phone gap, как сами приложения, так и плагины для них (в основном для Android, на Java)","Опыт работы ,14, ,лет","Московский государственный университет им. М.В. Ломоносова, Москва",https://hh.ru/resume/c1aa7c7200036a38d50039ed1f583930503564?hhtmFrom=resume_search_result&query=Data
IT Director/ IT Lead/ CIO/ ИТ Директор/ Директор по проектам,Мужчина,43,Москва,"Negotiation skills,ITIL,Analytical skills,Leadership Skills,Teambuilding,Budgeting,Time management,MS SharePoint,Driving Licence B,Английский язык,MS Outlook,Умение принимать решения,Teamleading,CRM,Team management,Project management,Helpdesk,ITSM","Опыт работы ,25, ,лет, ,5, ,месяцев",Bayer,https://hh.ru/resume/909d00f60000e4c9240039ed1f71516d7a4962?hhtmFrom=resume_search_result&query=Data
Аналитик  / Ведущий специалист по сопровождению проектов,Мужчина,46,Москва,"ERP,MS SQL,ERP Systems,Информационные технологии,Cистемы управления базами данных,Управление проектами,CRM,Оптимизация бизнес-процессов,SQL,MySQL,C#,Windows Server 2003,Администрирование серверов Windows,Информационная безопасность,Управление персоналом,Руководство коллективом","Опыт работы ,23, ,года, ,7, ,месяцев","АКБ РосЕвроБанк, ОАО",https://hh.ru/resume/f1d308750003a0b7ac0039ed1f39367556524b?hhtmFrom=resume_search_result&query=Data
Supply Chain or Planning Manager,Мужчина,34,Москва,"Планирование запасов,Supply Chain Management,SAP,Планирование продаж,SAP Project,Teamplayer,Производственное планирование,Оперативное планирование,Управление цепочкой поставок,Складская логистика","Опыт работы ,14, ,лет, ,3, ,месяца",L'Oreal,https://hh.ru/resume/92a15930000016f5160039ed1f736563726574?hhtmFrom=resume_search_result&query=Data
